last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Stammen, Craig,489334,SD,SL,Slider,0.2,0,86,12.3,24,0.174,0.435,0.271,45.7,45.8,21.2,0.119,0.245,0.178,16.7
Hernández, Carlos,672578,KC,FS,Splitter,1.9,2,106,10.2,24,0.273,0.455,0.315,30.2,20.8,18.5,0.162,0.3,0.221,27.8
Mize, Casey,663554,DET,FF,4-Seamer,1.8,1,83,49.1,24,0.273,0.636,0.402,10.5,8.3,8.3,0.306,0.767,0.472,55
Uceta, Edwin,670955,ARI,CH,Changeup,-0.5,0,79,27.1,24,0.25,0.375,0.306,22.6,8.3,9.1,0.158,0.295,0.193,22.7
Kelly, Carson,608348,ARI,FA,N/A,6.8,5,67,98.5,24,0.409,0.636,0.471,0,0,0,0.323,0.482,0.376,54.5
Gonsolin, Tony,664062,LAD,CUKC,Curveball,-1.8,-4,239,11.9,24,0.13,0.217,0.171,25.8,20.8,17.9,0.211,0.304,0.243,44.4
Garcia, Rico,670329,BAL,FF,4-Seamer,-2.3,-2,84,61.8,24,0.182,0.318,0.254,12.5,8.3,10,0.221,0.323,0.273,50
Ramirez, Yohan,670990,PIT,FF,4-Seamer,2.9,2,74,11.9,24,0.25,0.688,0.49,38.2,16.7,21.1,0.289,0.638,0.495,58.3
Ortiz, Luis,682847,PIT,SL,Slider,1.5,2,102,37.1,24,0.174,0.304,0.3,47.3,33.3,22.2,0.171,0.327,0.23,20
Seabold, Connor,657756,BOS,CH,Changeup,9.2,7,76,20.5,24,0.429,0.905,0.573,41,29.2,21.9,0.216,0.369,0.306,35.7
Familia, Jeurys,544727,BOS,FS,Splitter,2.4,3,119,14.6,24,0.273,0.409,0.367,25,12.5,10.3,0.242,0.374,0.303,31.6
Trivino, Lou,642152,NYY,FC,Cutter,-0.3,0,148,15.5,24,0.333,0.333,0.35,24.2,16.7,22.2,0.304,0.389,0.352,52.9
Cyr, Tyler,664202,OAK,CH,Changeup,-2.1,-2,75,33.5,24,0.217,0.391,0.277,32.6,29.2,26.9,0.243,0.361,0.278,56.3
McGee, Jake,459429,WSH,SL,Slider,2.1,2,108,17.2,24,0.208,0.5,0.294,26.2,33.3,14.3,0.179,0.347,0.223,43.8
Fedde, Erick,607200,WSH,CH,Changeup,7.4,6,87,3.6,24,0.364,0.545,0.419,6.3,0,0,0.435,0.712,0.511,68.2
Garrett, Reed,657585,WSH,FF,4-Seamer,0.8,1,97,49.5,24,0.286,0.286,0.313,18.8,8.3,7.1,0.279,0.409,0.348,47.4
Romo, Sergio,489265,TOR,SIFT,Sinker,2.8,3,110,32.8,23,0.286,0.81,0.47,19.5,8.7,11.8,0.296,0.669,0.433,26.3
VanMeter, Josh,642165,PIT,FA,N/A,11.9,7,62,83.8,23,0.571,1.095,0.704,3,0,0,0.507,0.986,0.644,38.1
Sulser, Beau,676641,BAL,FC,Cutter,0.7,1,82,22.8,23,0.227,0.364,0.352,21.4,13,23.1,0.161,0.195,0.178,5.3
Ottavino, Adam,493603,NYM,FF,4-Seamer,4.2,5,130,12.3,23,0.429,0.857,0.524,22.8,26.1,11.3,0.346,0.726,0.448,75
Stripling, Ross,548389,TOR,CUKC,Curveball,0.7,1,196,9.6,23,0.455,0.682,0.47,17.4,4.3,5.6,0.403,0.571,0.407,40.9
Beede, Tyler,595881,PIT,CUKC,Curveball,0.2,0,123,11.5,23,0.2,0.25,0.263,37.5,34.8,21.6,0.147,0.186,0.218,33.3
May, Trevor,543507,NYM,SL,Slider,-0.9,-1,123,26.5,23,0.182,0.318,0.235,23.3,17.4,14.8,0.205,0.327,0.251,38.9
McFarland, T.J.,519008,STL,CH,Changeup,6.4,7,107,22,23,0.364,1,0.591,28.6,13,12,0.392,0.826,0.524,57.9
Bañuelos, Manny,544365,PIT,FF,4-Seamer,1.1,2,148,20.6,23,0.167,0.278,0.3,22.8,34.8,14.5,0.179,0.221,0.284,50
Abreu, Albert,656061,NYY,FF,4-Seamer,5.7,5,86,12.2,23,0.385,0.615,0.587,16.1,17.4,17.4,0.35,0.542,0.522,55.6
Peters, Dillon,596071,PIT,SL,Slider,6.3,4,70,11,23,0.333,0.619,0.448,11.4,8.7,8,0.195,0.46,0.313,36.8
Velasquez, Vince,592826,CWS,SIFT,Sinker,2.2,2,103,8,23,0.348,0.565,0.391,5,0,0,0.385,0.63,0.437,39.1
Montgomery, Jordan,656756,STL,FC,Cutter,0.4,0,109,4,23,0.2,0.5,0.343,22.9,4.3,6.3,0.317,0.671,0.452,47.4
Severino, Luis,622663,NYY,FC,Cutter,0.6,1,119,7.3,23,0.2,0.35,0.296,40.6,17.4,10.5,0.209,0.287,0.28,25
Lynn, Lance,458681,CWS,CH,Changeup,6.7,5,81,4,23,0.391,0.783,0.496,22.2,30.4,19.4,0.289,0.561,0.365,31.3
Gausman, Kevin,592332,TOR,CH,Changeup,2.2,1,52,1.9,23,0.227,0.364,0.313,31.6,30.4,24.1,0.2,0.311,0.242,20
Wick, Rowan,592858,CHC,SL,Slider,1.1,1,60,5.2,23,0.304,0.565,0.37,36.1,21.7,20.8,0.259,0.433,0.297,38.9
García, Rony,665621,DET,CH,Changeup,-0.7,-1,97,11,23,0.273,0.364,0.296,15.6,13,10.7,0.365,0.482,0.385,47.4
Overton, Connor,656818,CIN,FF,4-Seamer,-1.4,-1,100,21.3,23,0.2,0.25,0.263,12.2,13,12,0.251,0.349,0.317,58.8
González, Chi Chi,592346,NYY,FF,4-Seamer,0.9,1,115,30.6,23,0.286,0.476,0.359,10.2,13,9.1,0.338,0.559,0.414,44.4
Fry, Paul,643316,ARI,FF,4-Seamer,-2.9,-2,77,33.2,23,0.158,0.158,0.239,33.3,26.1,26.1,0.197,0.247,0.281,53.8
Gilbert, Tyler,656457,ARI,FS,Splitter,0.8,1,73,12.9,23,0.136,0.273,0.173,24.3,13,15,0.205,0.329,0.23,35
Kelly, Zack,677161,BOS,CH,Changeup,2.5,2,87,39.2,23,0.333,0.524,0.398,20.5,26.1,19.4,0.191,0.36,0.276,20
Bruihl, Justin,677865,LAD,SL,Slider,1.5,1,68,19.9,23,0.19,0.429,0.296,29.7,26.1,14,0.227,0.34,0.285,20
Sawamura, Hirokazu,617228,BOS,SL,Slider,-1,-1,115,13.7,23,0.136,0.273,0.165,38.9,21.7,19.2,0.122,0.242,0.154,11.1
Hernandez, Elieser,622694,MIA,SIFT,Sinker,0.8,1,80,7.3,23,0.227,0.591,0.391,20,13,20,0.219,0.536,0.332,42.1
Keuchel, Dallas,572971,TEX,SL,Slider,3.9,4,93,8,23,0.429,0.476,0.428,29.3,26.1,17.6,0.238,0.289,0.271,6.7
Koenig, Jared,657649,OAK,CH,Changeup,5.3,4,85,13,23,0.4,0.6,0.465,15.6,8.7,11.8,0.37,0.557,0.443,50
Severino, Anderson,644429,CWS,FF,4-Seamer,0,0,79,59.4,23,0.278,0.333,0.363,16.1,17.4,23.5,0.265,0.358,0.361,50
Feyereisen, J.P.,656420,TB,SL,Slider,-2.1,-2,100,29.1,23,0.136,0.136,0.187,36.2,34.8,23.5,0.234,0.332,0.264,28.6
Miller, Tyson,668338,TEX,FF,4-Seamer,0.6,1,102,44.7,23,0.333,0.333,0.387,19.6,4.3,5.3,0.247,0.319,0.344,23.5
Minaya, Juan,573668,MIN,CH,Changeup,-0.6,0,64,36.8,23,0.15,0.15,0.248,26.5,26.1,25,0.123,0.158,0.199,35.7
Anderson, Chase,502624,CIN,FC,Cutter,1.4,1,89,18.1,22,0.25,0.5,0.35,20.8,27.3,19.4,0.207,0.332,0.277,57.1
VerHagen, Drew,572403,STL,FF,4-Seamer,5,5,91,21.7,22,0.5,0.889,0.611,24.4,18.2,11.8,0.411,0.777,0.543,50
Garrett, Braxton,666129,MIA,CUKC,Curveball,0.4,1,149,10.4,22,0.381,0.619,0.439,26.3,18.2,30.8,0.259,0.318,0.271,23.5
Solomon, Jared,676660,CIN,SL,Slider,0.9,1,79,50.3,22,0.15,0.45,0.286,32.6,27.3,24,0.114,0.194,0.182,28.6
Cyr, Tyler,664202,OAK,FF,4-Seamer,-2.9,-3,106,47.3,22,0.059,0.118,0.216,24.4,40.9,25.7,0.17,0.249,0.297,62.5
Phelps, David,475479,TOR,CH,Changeup,-2,-2,86,7.5,22,0.19,0.286,0.268,19,18.2,19,0.215,0.25,0.225,23.5
Snell, Blake,605483,SD,CH,Changeup,2.1,3,118,5,22,0.211,0.211,0.309,45.7,13.6,15.8,0.216,0.281,0.251,17.6
Whitley, Kodi,676831,STL,CH,Changeup,2.7,2,93,34.2,22,0.143,0.286,0.368,38.6,18.2,11.1,0.159,0.224,0.362,30
Morris, Cody,663752,CLE,CH,Changeup,-3.7,-3,69,17.1,22,0.111,0.111,0.177,47.6,50,26.8,0.136,0.156,0.224,25
Gaddis, Hunter,683769,CLE,FF,4-Seamer,9,8,91,53.2,22,0.45,1.15,0.664,17.4,4.5,4.5,0.364,0.943,0.563,52.6
Coulombe, Danny,543056,MIN,FF,4-Seamer,-4.2,-3,75,32.6,22,0.188,0.25,0.298,16.7,0,0,0.283,0.355,0.36,35.3
Strahm, Matt,621381,BOS,CH,Changeup,5.2,4,70,9.2,22,0.55,0.75,0.58,17.1,4.5,5.3,0.411,0.599,0.464,31.6
Bautista, Félix,642585,BAL,SL,Slider,0.4,0,122,12.3,22,0.333,0.476,0.407,42.5,27.3,18.2,0.355,0.521,0.394,40
Hernandez, Darwinzon,650382,BOS,FF,4-Seamer,7.6,8,111,61,22,0.357,0.857,0.575,40,27.3,18.2,0.331,0.684,0.531,50
King, John,667463,TEX,FC,Cutter,5.1,3,61,8.1,22,0.4,0.85,0.58,28.2,18.2,40,0.267,0.509,0.365,43.8
Strider, Spencer,675911,ATL,CH,Changeup,0.9,1,109,4.8,22,0.136,0.227,0.155,47.5,36.4,22.2,0.16,0.186,0.154,14.3
Bolaños, Ronald,671790,KC,SL,Slider,0.2,0,100,30.1,22,0.211,0.526,0.295,44.2,36.4,38.1,0.178,0.42,0.265,30.8
King, John,667463,TEX,SL,Slider,0.4,0,111,14.8,22,0.286,0.429,0.327,16.7,18.2,11.4,0.3,0.561,0.381,52.9
Reid-Foley, Sean,656887,NYM,FF,4-Seamer,4.5,4,89,45.4,22,0.25,0.625,0.452,32.6,9.1,6.1,0.167,0.376,0.359,42.9
Thompson, Keegan,624522,CHC,SIFT,Sinker,1.3,1,98,5.2,22,0.222,0.278,0.307,13.2,4.5,11.1,0.21,0.255,0.295,29.4
Gutierrez, Vladimir,661269,CIN,CH,Changeup,2.1,2,105,15.4,22,0.333,0.556,0.436,28.9,9.1,10,0.306,0.399,0.382,25
Varland, Louie,686973,MIN,FC,Cutter,0.5,0,76,18.5,22,0.364,0.545,0.393,18.2,4.5,12.5,0.315,0.466,0.338,42.9
Mayers, Mike,594577,LAA,FC,Cutter,2.6,2,74,8.3,22,0.412,0.647,0.552,21.1,4.5,10,0.318,0.579,0.455,31.3
Rodriguez, Elvin,660730,DET,CH,Changeup,5.5,4,69,12.9,22,0.273,0.455,0.311,22.2,22.7,22.7,0.285,0.495,0.333,35.3
Phillips, Brett,621433,BAL,FA,N/A,11.5,7,59,100,22,0.45,1.1,0.645,3.7,0,0,0.426,1.176,0.675,50
Suárez, Ranger,624133,PHI,SL,Slider,0.4,0,100,3.9,21,0.19,0.429,0.257,33.3,42.9,20.9,0.207,0.355,0.243,25
Kelley, Trevor,665001,MIL,CUKC,Curveball,2.9,3,116,25.2,21,0.238,0.619,0.352,43.5,33.3,17.1,0.153,0.346,0.21,21.4
Foley, Jason,671345,DET,FF,4-Seamer,3.2,3,85,8.8,21,0.353,0.412,0.407,15,19,12.1,0.32,0.489,0.416,46.2
Rucker, Michael,621074,CHC,CH,Changeup,-3.1,-2,77,8.4,21,0.238,0.286,0.231,13.2,9.5,7.1,0.306,0.352,0.289,52.6
Gibaut, Ian,664139,CIN,CH,Changeup,-0.8,-1,77,11.1,21,0.3,0.4,0.324,30.8,33.3,25.9,0.21,0.243,0.223,30.8
Cortes, Nestor,641482,NYY,SIFT,Sinker,-0.6,0,73,3,21,0.143,0.143,0.129,33.3,66.7,21.2,0.151,0.196,0.151,57.1
Montero, Rafael,606160,HOU,SL,Slider,-0.4,-1,133,12.2,21,0.19,0.238,0.188,26.3,23.8,10.9,0.135,0.265,0.17,37.5
Cano, Yennier,666974,BAL,SL,Slider,0.8,1,107,27.2,21,0.333,0.389,0.374,35,28.6,18.2,0.246,0.325,0.314,25
Smith, Joe,501925,MIN,SL,Slider,4.4,5,123,27.3,21,0.368,0.895,0.583,20.8,4.8,2.5,0.314,0.628,0.432,38.9
Flaherty, Jack,656427,STL,CUKC,Curveball,-3.3,-4,109,16.5,21,0.15,0.2,0.179,35.9,23.8,18.5,0.24,0.335,0.269,20
Cruz, Fernando,518585,CIN,SL,Slider,-0.8,-1,116,44.6,21,0.333,0.389,0.374,29.4,4.8,9.1,0.323,0.388,0.37,17.6
Romero, JoJo,668941,STL,SIFT,Sinker,5.6,4,70,25.8,21,0.438,0.813,0.565,16.7,9.5,14.3,0.405,0.816,0.561,53.3
Eflin, Zach,621107,PHI,CH,Changeup,-2.2,-2,73,6.1,21,0.1,0.15,0.169,10,9.5,6.9,0.214,0.284,0.271,33.3
Gilbert, Tyler,656457,ARI,SIFT,Sinker,2.8,3,103,18.3,21,0.316,0.789,0.481,18.6,9.5,11.1,0.315,0.609,0.423,52.9
Small, Ethan,663629,MIL,FF,4-Seamer,2,1,70,53,21,0.25,0.563,0.467,30.3,19,23.5,0.327,0.681,0.489,66.7
Garza Jr., Ralph,621248,TB,FC,Cutter,3.2,2,51,9.9,21,0.3,0.75,0.448,17.2,9.5,20,0.328,0.834,0.502,44.4
Davidson, Tucker,656353,LAA,CUKC,Curveball,2.1,2,77,8.4,21,0.263,0.474,0.35,22.6,9.5,13.3,0.231,0.362,0.3,47.1
Norris, Daniel,596057,DET,SIFT,Sinker,4.8,4,79,7.8,21,0.389,0.611,0.512,11.1,0,0,0.391,0.569,0.456,38.9
Naughton, Packy,676050,STL,SL,Slider,3.7,4,118,21,21,0.35,0.65,0.436,33.3,23.8,15.2,0.316,0.52,0.38,40
Martin, Chris,455119,LAD,FS,Splitter,1.4,1,79,9.2,21,0.238,0.286,0.231,25,47.6,20,0.197,0.236,0.19,27.3
Lee, Evan,681885,WSH,CUKC,Curveball,-3.2,-2,69,41.8,21,0.158,0.158,0.195,30,23.8,31.3,0.225,0.325,0.282,35.7
Ruiz, Norge,650204,OAK,CH,Changeup,0.5,0,66,18,21,0.474,0.526,0.469,21.1,4.8,6.3,0.357,0.466,0.391,50
Miley, Wade,489119,CHC,FF,4-Seamer,-2.1,-2,80,14.1,21,0.118,0.176,0.236,18.8,14.3,10,0.2,0.29,0.305,38.5
Sheffield, Justus,656954,SEA,SIFT,Sinker,-1.1,-1,63,35.2,21,0.235,0.235,0.305,4.3,4.8,25,0.35,0.409,0.402,50
Thompson, Keegan,624522,CHC,SL,Slider,-1.6,-1,83,4.4,21,0.1,0.1,0.119,48.6,61.9,25,0.121,0.237,0.179,71.4
Romero, Tommy,676720,WSH,FF,4-Seamer,6.9,7,107,56,21,0.462,1.308,0.714,15.6,4.8,2.8,0.438,1.04,0.654,66.7
Steckenrider, Drew,608716,SEA,CH,Changeup,2.6,2,67,23.4,21,0.381,0.524,0.393,23.7,14.3,12,0.399,0.506,0.396,27.8
Oller, Adam,670124,OAK,SL,Slider,-0.1,0,116,9,21,0.25,0.35,0.29,28.9,14.3,6.4,0.191,0.303,0.224,27.8
Lyles, Jordan,543475,BAL,FC,Cutter,-2,-2,80,2.7,21,0.286,0.333,0.274,18.6,19,13.8,0.281,0.364,0.28,17.6
Coonrod, Sam,656322,PHI,SIFT,Sinker,3.7,3,72,30.5,21,0.308,0.462,0.438,14.7,9.5,11.8,0.198,0.247,0.365,25
King, Michael,650633,NYY,CH,Changeup,-2.8,-2,75,9.7,21,0.095,0.095,0.09,57.9,47.6,38.5,0.129,0.158,0.125,10
Garcia, Bryan,650530,DET,SL,Slider,1.2,1,75,23.7,21,0.25,0.25,0.305,48.1,33.3,31.8,0.213,0.255,0.289,30
Feyereisen, J.P.,656420,TB,CH,Changeup,-1.6,-1,91,26.5,21,0.1,0.1,0.162,32.6,28.6,18.2,0.195,0.255,0.218,50
Sborz, Josh,622250,TEX,CUKC,Curveball,1.4,1,99,23.6,21,0.316,0.579,0.376,39.5,42.9,29,0.217,0.313,0.244,54.5
Hendricks, Kyle,543294,CHC,CUKC,Curveball,3,5,160,11.9,20,0.421,0.789,0.568,33.3,10,9.5,0.29,0.504,0.355,35.3
Perdomo, Luis,606131,MIL,SL,Slider,-1.6,-1,79,27.7,20,0.111,0.278,0.26,55.6,45,39.1,0.193,0.399,0.295,44.4
Varland, Louie,686973,MIN,CH,Changeup,-2.4,-1,60,14.6,20,0.158,0.368,0.243,22.2,25,22.7,0.251,0.402,0.303,42.9
Manning, Matt,666159,DET,SIFT,Sinker,-1,-1,75,7.6,20,0.235,0.412,0.35,16.7,5,16.7,0.286,0.51,0.364,29.4
Pilkington, Konnor,663455,CLE,SL,Slider,0,0,82,7.9,20,0.3,0.3,0.27,29.7,20,12.1,0.341,0.49,0.361,25
Toussaint, Touki,657053,LAA,FS,Splitter,-0.5,0,87,20.2,20,0.059,0.059,0.15,37.8,25,18.5,0.156,0.18,0.23,41.7
Varland, Louie,686973,MIN,SL,Slider,2.2,2,79,19.2,20,0.316,0.316,0.305,25,25,12.8,0.317,0.368,0.321,28.6
Vizcaíno, Arodys,527055,KC,FF,4-Seamer,1,1,65,56.5,20,0.2,0.267,0.373,7.4,0,0,0.302,0.483,0.424,60
Bielak, Brandon,656232,HOU,FF,4-Seamer,-1.2,-1,79,35,20,0.278,0.5,0.368,18.6,20,21.1,0.238,0.417,0.325,50
Young, Alex,622065,SF,SIFT,Sinker,3.2,3,96,21.6,20,0.5,0.75,0.615,7.7,0,0,0.273,0.348,0.356,50
Allard, Kolby,663465,TEX,FC,Cutter,7.7,5,66,22.1,20,0.333,0.889,0.523,23.3,15,23.1,0.328,0.675,0.454,46.7
Santana, Dennis,642701,TEX,FF,4-Seamer,-3.6,-3,72,7.3,20,0,0,0.14,32.3,50,27,0.064,0.071,0.188,16.7
López, Yoan,661255,NYM,SL,Slider,-2.5,-2,94,48.2,20,0.2,0.25,0.198,37,40,22.2,0.172,0.233,0.175,25
Martinez, Seth,661527,HOU,CH,Changeup,-1.5,-1,74,12.5,20,0.15,0.15,0.18,20,10,6.7,0.263,0.331,0.258,33.3
Oviedo, Johan,670912,PIT,CUKC,Curveball,-1.2,-1,105,10.7,20,0.111,0.111,0.205,24.3,30,18.8,0.128,0.162,0.182,25
Wiles, Collin,621079,OAK,FC,Cutter,1.2,1,64,41.6,20,0.368,0.737,0.475,31.4,10,14.3,0.256,0.463,0.325,23.5
Vieaux, Cam,664944,PIT,SL,Slider,5.9,5,77,37,20,0.294,0.529,0.448,40.7,40,28.6,0.163,0.421,0.314,44.4
Bard, Luke,572703,NYY,FF,4-Seamer,0.6,1,83,34.4,20,0.188,0.25,0.293,17.6,5,4.3,0.287,0.401,0.376,33.3
Verlander, Justin,434378,HOU,CH,Changeup,-1.6,-1,63,2.4,20,0.167,0.167,0.205,38.5,35,23.3,0.163,0.186,0.208,0
Mills, Alec,621219,CHC,FF,4-Seamer,5,3,68,22.5,20,0.333,0.889,0.52,6.5,10,11.8,0.252,0.623,0.397,50
Shaw, Bryan,543766,CLE,CUKC,Curveball,4.5,4,81,8.4,20,0.263,0.842,0.46,23.5,35,19.4,0.284,0.801,0.468,58.3
Rosenberg, Kenny,670046,LAA,CH,Changeup,-3.4,-2,64,33.2,20,0.111,0.278,0.225,32.5,30,24,0.179,0.288,0.213,38.5
Espino, Paolo,502179,WSH,CH,Changeup,4.7,4,89,4.8,20,0.421,0.684,0.485,19.6,0,0,0.328,0.627,0.421,68.4
Castano, Daniel,641447,MIA,FF,4-Seamer,2.4,2,70,12.1,20,0.45,0.6,0.458,5.4,10,6.5,0.371,0.454,0.364,44.4
Bleier, Richard,542947,MIA,SL,Slider,-0.2,0,122,15.9,20,0.211,0.263,0.233,42.3,40,18.6,0.14,0.161,0.16,0
Tapia, Domingo,593619,OAK,FF,4-Seamer,2.8,3,91,25.1,20,0.467,0.6,0.553,7.5,20,10.3,0.322,0.403,0.417,45.5
Dugger, Robert,667498,CIN,FF,4-Seamer,-3,-2,64,22.5,20,0.105,0.263,0.18,34.4,45,32.1,0.153,0.334,0.228,50
Price, David,456034,LAD,FC,Cutter,-3.2,-3,106,17.8,20,0.2,0.3,0.215,12.8,25,15.2,0.216,0.275,0.216,20
Strickland, Hunter,519326,CIN,SIFT,Sinker,-3.1,-2,80,7.3,20,0.278,0.389,0.33,18.4,5,7.1,0.256,0.288,0.287,23.5
Rodríguez, Manuel,655889,CHC,SL,Slider,0.6,0,70,34.5,20,0.222,0.389,0.303,36.1,35,22.6,0.216,0.261,0.261,9.1
Sampson, Adrian,592716,CHC,FC,Cutter,-0.2,0,90,5.3,20,0.222,0.389,0.305,50,40,23.5,0.228,0.277,0.269,60
Blach, Ty,621389,COL,CUKC,Curveball,7.2,4,58,8.6,20,0.474,1,0.62,11.1,10,9.5,0.301,0.619,0.403,35.3
Wendelken, J.B.,605525,ARI,CH,Changeup,-4.2,-3,79,16.2,20,0.15,0.2,0.153,30.4,25,17.2,0.233,0.3,0.235,26.7
Jameson, Drey,686753,ARI,SL,Slider,-2.9,-3,92,24.9,20,0.105,0.263,0.18,46,50,33.3,0.166,0.326,0.233,33.3
Milone, Tommy,543548,SEA,FF,4-Seamer,-0.8,-1,100,42,20,0.176,0.353,0.295,5.6,0,0,0.281,0.391,0.355,11.8
Ramírez, Erasmo,541640,WSH,CUKC,Curveball,-2.8,-2,82,6.7,19,0.105,0.158,0.113,38.9,42.1,22.9,0.126,0.229,0.152,18.2
De Los Santos, Enyel,660853,CLE,CH,Changeup,1.2,1,94,11.1,19,0.214,0.214,0.326,35,10.5,10.5,0.328,0.396,0.419,41.7
Arihara, Kohei,685503,TEX,CH,Changeup,1.2,1,81,20.8,19,0.222,0.389,0.282,32.5,15.8,12,0.231,0.29,0.254,40
Voth, Austin,608723,BAL,SL,Slider,-2.1,-2,85,4.8,19,0.158,0.316,0.2,34.9,21.1,16,0.184,0.356,0.229,33.3
Foster, Matt,641582,CWS,CH,Changeup,0.4,0,75,9.8,19,0.353,0.412,0.376,29,26.3,16.7,0.274,0.328,0.31,16.7
Fishman, Jake,670288,MIA,SL,Slider,1,1,68,39.8,19,0.294,0.471,0.366,23.3,21.1,13.8,0.242,0.354,0.304,30.8
Guerra, Javy,642770,TB,SL,Slider,5.3,5,97,29.4,19,0.375,0.875,0.539,28.6,10.5,6.5,0.296,0.623,0.425,46.7
Tepera, Ryan,572193,LAA,CH,Changeup,1.9,1,79,8.9,19,0.222,0.444,0.303,45.2,21.1,28.6,0.226,0.403,0.289,28.6
May, Trevor,543507,NYM,CH,Changeup,-2.4,-2,74,15.9,19,0.222,0.222,0.226,45.2,47.4,30,0.155,0.175,0.176,11.1
González, Chi Chi,592346,NYY,CH,Changeup,4.1,2,57,15.2,19,0.294,0.647,0.426,12.5,10.5,15.4,0.299,0.566,0.406,40
Abreu, Albert,656061,NYY,CH,Changeup,4.2,3,71,10,19,0.278,0.833,0.466,40.6,36.8,33.3,0.292,0.807,0.466,54.5
Waldichuk, Ken,686610,OAK,CH,Changeup,-2.2,-2,85,14.5,19,0.263,0.368,0.274,30.2,5.3,7.7,0.275,0.442,0.309,27.8
Robles, Hansel,570663,BOS,CH,Changeup,3.2,2,70,16.6,19,0.333,0.389,0.339,13.8,10.5,20,0.225,0.276,0.246,31.3
Crawford, Kutter,676710,BOS,SL,Slider,-3.7,-3,77,5.9,19,0.158,0.211,0.161,41.7,31.6,23.1,0.174,0.217,0.17,30.8
Clay, Sam,621348,NYM,SIFT,Sinker,3.3,2,71,71,19,0.25,0.5,0.524,21.7,10.5,18.2,0.233,0.41,0.427,63.6
Crawford, Kutter,676710,BOS,CH,Changeup,1.3,1,93,7.2,19,0.105,0.421,0.211,35.3,42.1,22.2,0.268,0.544,0.343,45.5
Jackson, Andre,656578,LAD,FF,4-Seamer,4,2,57,36.5,19,0.375,0.5,0.432,22.2,26.3,31.3,0.252,0.364,0.337,36.4
Perdomo, Luis,606131,MIL,FS,Splitter,3,1,46,16.1,19,0.333,0.5,0.379,8,5.3,11.1,0.289,0.465,0.347,35.3
Crismatt, Nabil,622503,SD,SIFT,Sinker,4.2,3,61,5.7,19,0.294,0.471,0.461,28.6,15.8,37.5,0.32,0.378,0.348,35.7
Price, David,456034,LAD,CH,Changeup,6.9,4,64,10.7,19,0.389,0.667,0.558,17.9,15.8,23.1,0.28,0.47,0.346,40
López, Reynaldo,625643,CWS,CUKC,Curveball,1.1,1,78,7.9,19,0.167,0.389,0.218,31.3,26.3,22.7,0.205,0.536,0.34,42.9
Johnson, Pierce,572955,SD,FF,4-Seamer,1.4,2,108,38.6,19,0.313,0.438,0.384,24.4,31.6,16.7,0.174,0.239,0.259,50
Jackson, Andre,656578,LAD,CH,Changeup,-2.4,-2,84,53.8,19,0.167,0.222,0.245,31.3,21.1,18.2,0.19,0.329,0.249,35.7
Thompson, Zack,668868,STL,CH,Changeup,3.2,2,48,8.3,19,0.188,0.375,0.311,16,21.1,36.4,0.285,0.533,0.406,58.3
Thompson, Keegan,624522,CHC,CH,Changeup,-1.2,-1,89,4.7,19,0.158,0.158,0.142,28.6,21.1,14.8,0.183,0.241,0.185,26.7
Ryu, Hyun Jin,547943,TOR,FC,Cutter,3.7,2,53,13.4,19,0.316,0.579,0.379,3.2,5.3,9.1,0.263,0.441,0.299,61.1
Márquez, Germán,608566,COL,CH,Changeup,2.9,3,86,3,19,0.389,0.778,0.5,28.1,10.5,18.2,0.37,0.661,0.458,31.3
Stratton, Chris,608717,STL,CH,Changeup,2.5,2,77,7,19,0.278,0.389,0.328,14.7,5.3,4.5,0.35,0.569,0.414,35.3
Castro, Kervin,665645,CHC,CUKC,Curveball,5.9,3,59,24.7,19,0.278,0.5,0.35,33.3,47.4,36,0.223,0.4,0.29,77.8
Middleton, Keynan,641871,ARI,SL,Slider,-2.3,-2,78,32.4,19,0.176,0.235,0.258,40,15.8,17.6,0.26,0.333,0.283,33.3
Knehr, Reiss,663753,SD,SIFT,Sinker,-2.7,-2,61,25.2,19,0.294,0.471,0.366,9.4,15.8,30,0.243,0.306,0.286,42.9
Chacín, Jhoulys,468504,COL,FF,4-Seamer,5.9,4,70,8.9,19,0.308,0.538,0.513,11.1,10.5,11.8,0.166,0.239,0.34,27.3
Effross, Scott,664123,NYY,FF,4-Seamer,-1.6,-1,92,11.3,19,0.176,0.176,0.216,22.9,47.4,16.7,0.119,0.148,0.176,50
Peters, Dillon,596071,PIT,CUKC,Curveball,-2.1,-2,92,14.5,19,0.263,0.263,0.237,21.9,21.1,18.2,0.155,0.204,0.154,20
Warren, Austin,681810,LAA,SIFT,Sinker,1.8,1,61,22.9,19,0.444,0.5,0.419,11.1,5.3,7.1,0.35,0.499,0.369,61.1
Kelly, Joe,523260,CWS,CH,Changeup,4.2,3,60,8.5,19,0.188,0.375,0.358,39.3,47.4,23.1,0.127,0.28,0.259,14.3
Wittgren, Nick,621295,STL,SIFT,Sinker,2.2,1,61,12.7,18,0.333,0.5,0.433,11.5,5.6,7.7,0.319,0.374,0.43,33.3
Arihara, Kohei,685503,TEX,SIFT,Sinker,4,4,96,24.6,18,0.667,0.933,0.682,11.4,0,0,0.53,0.689,0.565,33.3
