last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Miller, Tyson,668338,TEX,SL,Slider,2.7,2,74,32.5,18,0.353,0.529,0.4,39.4,33.3,23.1,0.226,0.412,0.296,45.5
Koenig, Jared,657649,OAK,FF,4-Seamer,0.4,0,71,10.9,18,0.125,0.188,0.247,9.1,11.1,6.9,0.21,0.295,0.274,28.6
Suarez, Robert,663158,SD,FC,Cutter,0.9,1,70,8.7,18,0.25,0.438,0.318,12.9,16.7,17.6,0.287,0.483,0.351,14.3
Brieske, Beau,689225,DET,SIFT,Sinker,-1.4,-1,92,7.1,18,0.133,0.2,0.209,15.8,22.2,20,0.186,0.226,0.241,16.7
Taylor, Blake,642130,HOU,SL,Slider,0.5,0,79,25.9,18,0.188,0.375,0.339,32.4,22.2,17.4,0.21,0.287,0.265,41.7
Henriquez, Ronny,678692,MIN,CH,Changeup,-1.7,-1,53,29.3,18,0.176,0.235,0.258,22.6,11.1,15.4,0.21,0.247,0.227,26.7
Lowther, Zac,675912,BAL,FF,4-Seamer,6.5,3,52,52,18,0.333,0.4,0.397,13.6,5.6,9.1,0.322,0.414,0.346,46.7
Pérez, Martín,527048,TEX,CUKC,Curveball,1.9,2,104,3.5,18,0.529,0.941,0.628,18.2,0,0,0.329,0.577,0.405,64.7
Assad, Javier,665871,CHC,SL,Slider,2.3,2,67,9.7,18,0.294,0.647,0.411,26.7,22.2,13.8,0.33,0.622,0.419,30.8
Jefferies, Daulton,641726,OAK,CUKC,Curveball,4.1,3,83,13.6,18,0.294,0.647,0.408,39.4,27.8,16.1,0.228,0.403,0.291,33.3
Barraclough, Kyle,607457,LAA,FF,4-Seamer,0.8,1,67,48.2,18,0.286,0.429,0.394,30,22.2,23.5,0.244,0.376,0.361,60
McHugh, Collin,543521,ATL,CUKC,Curveball,-1.4,-1,37,3.4,18,0.167,0.389,0.231,43.5,61.1,39.3,0.1,0.186,0.123,14.3
Bolaños, Ronald,671790,KC,FF,4-Seamer,-0.7,-1,70,21.1,18,0.267,0.333,0.336,17.2,5.6,5.9,0.318,0.481,0.405,57.1
Pérez, Martín,527048,TEX,SL,Slider,-5.4,-2,41,1.4,18,0.118,0.118,0.139,29.2,44.4,28.6,0.119,0.162,0.152,33.3
Romero, JoJo,668941,STL,CH,Changeup,0.5,0,80,29.5,18,0.188,0.5,0.378,41,16.7,11.1,0.214,0.366,0.3,23.1
Allard, Kolby,663465,TEX,CH,Changeup,0.9,0,58,19.4,18,0.167,0.667,0.333,32.3,22.2,30.8,0.155,0.465,0.255,35.7
Hunter, Tommy,488984,NYM,CUKC,Curveball,3.8,2,49,14,18,0.278,0.722,0.461,29.4,22.2,19,0.294,0.548,0.359,50
Alzolay, Adbert,640470,CHC,SL,Slider,-3.2,-2,63,32.6,18,0.118,0.118,0.139,70.4,66.7,38.7,0.069,0.076,0.1,0
McKay, David,641853,OAK,SIFT,Sinker,-0.2,0,83,61.5,18,0.231,0.231,0.306,6.3,5.6,5.6,0.271,0.479,0.424,69.2
Mayers, Mike,594577,LAA,CH,Changeup,2,1,67,7.5,18,0.222,0.444,0.281,41.4,27.8,19.2,0.188,0.362,0.234,15.4
Foley, Jason,671345,DET,CH,Changeup,-1.7,-1,66,6.9,18,0.278,0.278,0.25,15.8,0,0,0.219,0.305,0.228,38.9
Rosenberg, Kenny,670046,LAA,FF,4-Seamer,0.7,1,88,45.6,18,0.286,0.357,0.375,11.1,11.1,8,0.245,0.314,0.343,25
McFarland, T.J.,519008,STL,SL,Slider,-3.1,-2,74,15.2,18,0.118,0.176,0.158,16.7,11.1,13.3,0.214,0.366,0.273,26.7
Gage, Matt,657424,TOR,FC,Cutter,-1,-1,80,42.8,18,0.133,0.333,0.278,40.5,27.8,18.5,0.211,0.377,0.326,30
Ramírez, Erasmo,541640,WSH,FF,4-Seamer,-0.9,-1,57,4.7,18,0.25,0.25,0.239,35.7,44.4,18.2,0.153,0.254,0.241,44.4
Arihara, Kohei,685503,TEX,FS,Splitter,-2.7,-1,44,11.3,18,0.188,0.188,0.278,38.5,33.3,24,0.255,0.292,0.291,40
Ynoa, Huascar,660623,ATL,SL,Slider,4.7,3,53,36.1,18,0.333,0.556,0.381,30,38.9,36.8,0.242,0.474,0.304,72.7
Lee, Evan,681885,WSH,FF,4-Seamer,4.4,4,86,52.1,18,0.5,0.75,0.594,12,11.1,15.4,0.391,0.68,0.542,60
Chirinos, Yonny,630023,TB,SIFT,Sinker,-2.6,-1,57,57,18,0.353,0.412,0.358,10,11.1,20,0.21,0.249,0.227,46.7
Law, Derek,571882,CIN,SIFT,Sinker,1.4,1,54,15.3,18,0.286,0.5,0.4,11.1,11.1,11.1,0.237,0.356,0.337,7.7
Williams, Trevor,592866,NYM,CUKC,Curveball,3.4,5,137,9.7,18,0.333,0.889,0.503,34.8,16.7,9.4,0.328,0.853,0.493,26.7
Milner, Hoby,571948,MIL,FF,4-Seamer,3,1,45,4.1,18,0.286,0.357,0.336,26.7,38.9,21.2,0.168,0.193,0.263,37.5
Senzatela, Antonio,622608,COL,SIFT,Sinker,-0.6,0,76,5,18,0.313,0.313,0.328,9.4,0,0,0.352,0.456,0.393,37.5
Waites, Cole,686972,SF,FF,4-Seamer,2.5,2,73,70.2,18,0.333,0.667,0.467,6.1,16.7,10.3,0.271,0.465,0.378,58.3
Tully, Tanner,668684,CLE,FF,4-Seamer,1.2,1,69,59.5,18,0.231,0.538,0.425,25,5.6,5.9,0.231,0.397,0.389,33.3
Graterol, Brusdar,660813,LAD,FF,4-Seamer,0.6,0,72,10.7,18,0.267,0.467,0.375,26.2,27.8,11.9,0.186,0.295,0.282,30
Morejon, Adrian,670970,SD,SL,Slider,1.1,1,74,13.7,18,0.278,0.333,0.232,28.6,33.3,15.4,0.293,0.33,0.276,16.7
Arihara, Kohei,685503,TEX,SL,Slider,2,1,56,14.4,18,0.412,0.647,0.456,14.3,11.1,22.2,0.336,0.618,0.405,62.5
Sánchez, Miguel,667376,MIL,FF,4-Seamer,2.1,2,82,38.9,17,0.231,0.538,0.409,24.1,5.9,6.3,0.264,0.434,0.395,33.3
Winckowski, Josh,670174,BOS,FC,Cutter,-0.6,-1,123,10.3,17,0.25,0.5,0.338,29.4,5.9,11.1,0.318,0.493,0.372,46.7
Gray, Sonny,543243,MIN,FC,Cutter,0.9,2,171,9.1,17,0.333,0.533,0.409,35.6,11.8,11.1,0.29,0.437,0.359,53.8
Vespi, Nick,663989,BAL,CUKC,Curveball,-1.8,-1,71,15.9,17,0.176,0.235,0.232,33.3,11.8,8.7,0.237,0.278,0.225,20
Darvish, Yu,506433,SD,CUKC,Curveball,-1.5,-2,119,4,17,0.267,0.267,0.253,26.8,11.8,15.4,0.251,0.281,0.257,7.1
deGrom, Jacob,594798,NYM,CH,Changeup,1.7,1,77,8.2,17,0.25,0.313,0.274,45.7,41.2,22.6,0.219,0.236,0.233,22.2
Watkins, Spenser,657093,BAL,CH,Changeup,2.3,2,73,4.4,17,0.375,0.438,0.432,22.6,0,0,0.359,0.492,0.388,31.3
Young, Danny,664849,ATL,SIFT,Sinker,-4,-2,52,41.3,17,0.412,0.471,0.391,20,17.6,23.1,0.256,0.321,0.253,42.9
Rasmussen, Drew,656876,TB,CUKC,Curveball,0.3,0,99,4.4,17,0.176,0.176,0.212,30.8,17.6,12.5,0.221,0.308,0.231,14.3
Lynch, Daniel,663738,KC,SIFT,Sinker,1.4,1,75,3.1,17,0.375,0.375,0.359,22.2,17.6,75,0.345,0.392,0.346,46.2
Knehr, Reiss,663753,SD,FF,4-Seamer,0.6,0,61,25.2,17,0.2,0.467,0.326,20,29.4,23.8,0.285,0.549,0.395,70
Diaz, Jhonathan,646242,LAA,SL,Slider,-4.8,-3,60,25.4,17,0,0,0.082,40.6,41.2,33.3,0.185,0.208,0.236,25
Pérez, Oliver,424144,ARI,SIFT,Sinker,7.3,3,43,58.9,17,0.5,0.75,0.506,9.1,5.9,12.5,0.354,0.566,0.408,23.1
Weiss, Zack,592848,LAA,FF,4-Seamer,0.5,0,67,32.1,17,0.286,0.571,0.403,29,11.8,16.7,0.271,0.442,0.353,53.8
Griffin, Foster,656492,TOR,FC,Cutter,6.1,3,50,45,17,0.4,0.733,0.503,20.8,11.8,22.2,0.385,0.71,0.494,46.2
Junk, Janson,676083,LAA,FF,4-Seamer,-3.1,-2,69,43.4,17,0.2,0.2,0.241,15.2,29.4,22.7,0.197,0.236,0.25,30
Minaya, Juan,573668,MIN,FF,4-Seamer,-0.6,-1,83,47.7,17,0.286,0.286,0.335,31.6,29.4,21.7,0.201,0.297,0.301,33.3
Bradley, Archie,605151,LAA,CUKC,Curveball,-0.9,-1,83,27.2,17,0.235,0.235,0.212,17.2,29.4,27.8,0.203,0.254,0.2,25
Law, Derek,571882,CIN,SL,Slider,9.2,4,41,11.6,17,0.294,0.529,0.35,31.8,41.2,30.4,0.222,0.359,0.252,40
Grimm, Justin,518748,OAK,CUKC,Curveball,-2,-1,58,20.9,17,0.235,0.412,0.276,35.3,35.3,20.7,0.181,0.316,0.212,9.1
De Jesus, Angel,669804,DET,SL,Slider,-3.1,-2,79,41.1,17,0.188,0.188,0.2,31.3,23.5,16,0.221,0.316,0.258,41.7
Dugger, Robert,667498,CIN,SIFT,Sinker,3,2,59,20.8,17,0.4,0.533,0.441,11.5,17.6,37.5,0.29,0.484,0.371,50
Allen, Logan,663531,BAL,SL,Slider,0.3,0,72,43.9,17,0.25,0.313,0.274,27.8,29.4,17.2,0.258,0.488,0.342,36.4
Zeuch, T.J.,643615,CIN,SL,Slider,-0.9,-1,69,27.6,17,0.313,0.688,0.394,18.2,5.9,4.2,0.241,0.501,0.309,31.3
Diaz, Jhonathan,646242,LAA,FF,4-Seamer,4,2,62,26.3,17,0.385,0.462,0.45,12.5,11.8,15.4,0.262,0.489,0.407,54.5
Lynch, Daniel,663738,KC,CUKC,Curveball,1.3,2,124,5.1,17,0.471,0.529,0.444,22,0,0,0.362,0.533,0.389,64.7
Giolito, Lucas,608337,CWS,CUKC,Curveball,1.8,2,89,3.2,17,0.25,0.625,0.382,25,23.5,19,0.27,0.572,0.378,50
Yates, Kirby,489446,ATL,FF,4-Seamer,1,1,69,50.4,17,0.308,0.846,0.485,14.8,11.8,14.3,0.219,0.656,0.406,50
Crick, Kyle,605195,CWS,SIFT,Sinker,-1.2,-1,107,38.4,17,0.143,0.143,0.229,23.5,17.6,15,0.323,0.381,0.377,36.4
Pivetta, Nick,601713,BOS,CH,Changeup,7.5,5,70,2.3,17,0.529,1.059,0.668,26.7,17.6,11.5,0.402,0.741,0.482,64.3
Solomon, Jared,676660,CIN,SIFT,Sinker,4.6,3,76,48.4,17,0.385,0.692,0.515,25,17.6,17.6,0.226,0.319,0.343,60
Bleier, Richard,542947,MIA,CH,Changeup,0.1,0,53,6.9,17,0.333,0.467,0.325,11.1,5.9,12.5,0.279,0.386,0.278,25
Barraclough, Kyle,607457,LAA,SL,Slider,-6.7,-4,63,45.3,17,0.188,0.25,0.179,44.1,29.4,22.7,0.231,0.416,0.262,25
Hill, Tim,657612,SD,FC,Cutter,4.3,2,50,6.7,16,0.267,0.467,0.338,23.1,0,0,0.278,0.43,0.329,13.3
Blanco, Ronel,669854,HOU,SL,Slider,0.9,0,51,42.5,16,0.154,0.231,0.266,34.4,18.8,14.3,0.246,0.436,0.368,40
Herget, Jimmy,623474,LAA,CH,Changeup,-3.3,-2,74,7.4,16,0.125,0.125,0.113,26.3,25,18.2,0.249,0.311,0.242,50
Falter, Bailey,663559,PHI,CH,Changeup,5.1,3,52,4,16,0.563,0.75,0.572,8,0,0,0.483,0.77,0.541,37.5
Bazardo, Eduard,660825,BOS,FF,4-Seamer,1.1,1,74,31.4,16,0.286,0.714,0.45,14.7,6.3,8.3,0.311,0.566,0.417,38.5
Coonrod, Sam,656322,PHI,FF,4-Seamer,1.8,1,82,34.7,16,0.333,0.417,0.378,18.2,31.3,15.2,0.296,0.401,0.377,37.5
Wesneski, Hayden,669713,CHC,FC,Cutter,-1.8,-1,60,12.1,16,0.25,0.438,0.294,31.4,25,30.8,0.266,0.363,0.275,33.3
Schreiber, John,670167,BOS,CH,Changeup,0.2,0,76,7.5,16,0.333,0.533,0.35,16.7,6.3,5.6,0.285,0.556,0.385,33.3
Harrison, Josh,543281,CWS,FA,N/A,9,5,51,89.5,16,0.5,0.786,0.572,10,12.5,25,0.252,0.4,0.332,50
Rodríguez, Joely,570257,NYM,FF,4-Seamer,4.3,2,57,6.8,16,0.25,0.333,0.366,57.1,50,36.4,0.139,0.166,0.277,25
Fletcher, Aaron,667465,PIT,CH,Changeup,-4.4,-2,48,27.7,16,0.077,0.231,0.144,35.7,12.5,22.2,0.185,0.284,0.266,46.2
Bañuelos, Manny,544365,PIT,CH,Changeup,-2.3,-2,72,10,16,0.2,0.267,0.203,33.3,31.3,27.8,0.181,0.209,0.17,9.1
Fleming, Josh,676596,TB,CUKC,Curveball,3.1,2,72,10.9,16,0.438,0.813,0.528,29.4,12.5,12.5,0.34,0.682,0.434,50
Burr, Ryan,621114,CWS,FC,Cutter,6.5,4,61,40.9,16,0.286,0.786,0.472,27.3,18.8,16.7,0.319,0.601,0.431,45.5
Garza Jr., Ralph,621248,TB,FF,4-Seamer,0.9,1,65,12.6,16,0.5,0.571,0.503,12.1,6.3,6.3,0.341,0.422,0.376,38.5
Hall, DL,669084,BAL,CH,Changeup,1.7,1,55,20.4,16,0.25,0.313,0.247,38.5,50,40,0.21,0.252,0.204,50
Diplán, Marcos,650959,BAL,FF,4-Seamer,2,1,63,51.6,16,0.333,0.417,0.422,18.8,25,18.2,0.312,0.445,0.421,37.5
Lemoine, Jacob,621082,OAK,SL,Slider,4.6,3,74,24.8,16,0.313,0.75,0.441,51.7,37.5,30,0.27,0.482,0.323,50
Boyd, Matthew,571510,SEA,FF,4-Seamer,-1.7,-1,63,32.8,16,0.231,0.231,0.3,18.2,18.8,13,0.266,0.331,0.34,30
Hall, DL,669084,BAL,SL,Slider,3.7,2,58,21.6,16,0.4,0.467,0.359,34.3,18.8,12,0.251,0.295,0.233,7.7
Lakins Sr., Travis,664042,BAL,FF,4-Seamer,3.3,3,82,39.4,16,0.308,0.692,0.469,23.5,18.8,12.5,0.296,0.635,0.455,50
Gillaspie, Logan,670810,BAL,CH,Changeup,2.1,1,57,21.8,16,0.4,0.4,0.438,21.9,12.5,9.1,0.358,0.415,0.362,38.5
Mazza, Chris,607391,TB,FC,Cutter,12.4,6,45,33.3,16,0.308,0.538,0.538,21.7,6.3,12.5,0.357,0.648,0.484,33.3
Burr, Ryan,621114,CWS,FF,4-Seamer,0,0,73,49,16,0.2,0.467,0.359,11.5,18.8,14.3,0.278,0.589,0.386,58.3
Sulser, Cole,642121,MIA,SL,Slider,4.3,3,64,10.3,16,0.333,0.533,0.394,42.3,25,30.8,0.266,0.494,0.346,27.3
Poteet, Cody,547001,MIA,SIFT,Sinker,-0.1,0,49,10.9,16,0.333,0.533,0.48,18.5,0,0,0.367,0.547,0.416,33.3
Poteet, Cody,547001,MIA,SL,Slider,1.6,2,97,21.7,16,0.286,0.643,0.425,26.1,12.5,6.3,0.27,0.574,0.392,50
Herget, Kevin,643361,TB,CH,Changeup,1.6,1,41,36.9,16,0.2,0.4,0.234,25,18.8,21.4,0.145,0.299,0.176,46.2
Heaney, Andrew,571760,LAD,CH,Changeup,1.6,1,63,5.1,16,0.375,0.813,0.497,36.7,12.5,11.1,0.249,0.51,0.324,28.6
Phillips, Evan,623465,LAD,SIFT,Sinker,-4.1,-4,92,10,16,0.188,0.188,0.18,10.3,18.8,27.3,0.215,0.245,0.203,46.2
Sheffield, Justus,656954,SEA,SL,Slider,3.8,2,63,35.2,16,0.214,0.429,0.325,34.8,37.5,21.4,0.16,0.356,0.281,50
Hendrix, Ryan,641682,CIN,SL,Slider,2.6,2,63,44.1,16,0.357,0.571,0.434,53.6,43.8,35,0.138,0.182,0.21,42.9
Hughes, Brandon,676714,CHC,SIFT,Sinker,0.8,0,47,4.8,16,0.357,0.357,0.369,15.4,0,0,0.255,0.299,0.299,42.9
Gutierrez, Vladimir,661269,CIN,CUKC,Curveball,5.4,5,89,13,16,0.417,0.833,0.566,8.3,18.8,13,0.287,0.474,0.419,66.7
Diehl, Phillip,670426,CIN,FF,4-Seamer,5.9,4,62,51.7,16,0.333,1,0.553,15.2,6.3,3.8,0.364,0.892,0.54,71.4
Martin, Corbin,656686,ARI,SL,Slider,0.9,0,48,11.2,16,0.286,0.571,0.359,24,12.5,13.3,0.316,0.645,0.418,46.2
Thompson, Mason,666168,WSH,SL,Slider,-2.5,-2,88,23.9,16,0.067,0.267,0.169,51.4,50,25,0.134,0.256,0.201,28.6
Ashby, Aaron,676879,MIL,FF,4-Seamer,3.1,2,62,3.3,16,0.308,0.538,0.51,8,6.3,3.2,0.336,0.464,0.418,33.3
Smeltzer, Devin,656970,MIN,FC,Cutter,-1.1,-1,109,9.7,16,0.067,0.267,0.225,19.2,6.3,5.6,0.15,0.247,0.205,21.4
Gott, Trevor,641627,MIL,CUKC,Curveball,0.3,0,79,10.4,16,0.154,0.154,0.244,30,31.3,18.5,0.191,0.233,0.283,12.5
Paddack, Chris,663978,MIN,CUKC,Curveball,3.1,2,66,18,16,0.438,0.563,0.438,25,12.5,11.8,0.256,0.377,0.273,42.9
Hill, Garrett,682051,DET,CUKC,Curveball,1.7,2,105,10.3,16,0.25,0.625,0.363,24.3,6.3,4.2,0.357,0.659,0.432,26.7
Wentz, Joey,666214,DET,CH,Changeup,2.4,2,75,13.5,16,0.267,0.333,0.347,24.3,18.8,14.3,0.292,0.413,0.332,8.3
Bieber, Shane,669456,CLE,CH,Changeup,0,0,67,2.3,16,0.25,0.438,0.294,13,0,0,0.25,0.526,0.326,31.3
Brooks, Aaron,605156,STL,SIFT,Sinker,10.5,4,39,25.3,16,0.467,0.867,0.572,5.9,6.3,16.7,0.417,0.863,0.554,42.9
Peacock, Matt,676840,KC,SL,Slider,2.5,1,56,37.6,16,0.25,0.313,0.263,25.8,18.8,15,0.252,0.335,0.258,30.8
Ynoa, Huascar,660623,ATL,FF,4-Seamer,-0.1,0,77,52.4,16,0.417,0.75,0.547,20.5,6.3,7.7,0.431,0.962,0.615,63.6
Romero, JoJo,668941,STL,FF,4-Seamer,-2.5,-1,59,21.8,16,0.214,0.214,0.256,16.7,25,23.5,0.186,0.226,0.244,50
Scott, Tayler,605463,SD,SIFT,Sinker,-1.3,-1,69,27.1,16,0.385,0.385,0.413,25,18.8,42.9,0.361,0.469,0.426,50
Sandoval, Patrick,663776,LAA,CUKC,Curveball,-0.7,-2,229,9.3,16,0.333,0.4,0.403,38.1,0,0,0.32,0.392,0.336,26.7
Hill, Tim,657612,SD,SL,Slider,-0.6,0,68,9.1,16,0.214,0.214,0.169,33.3,6.3,7.1,0.196,0.227,0.187,26.7
Clevinger, Mike,605182,SD,CUKC,Curveball,0.7,0,65,3.4,16,0.313,0.313,0.281,14.3,18.8,10.7,0.212,0.341,0.238,38.5
Naile, James,664942,STL,SIFT,Sinker,-4,-2,59,46.8,16,0.133,0.133,0.213,22.6,6.3,10,0.269,0.409,0.317,57.1
Lee, Dylan,669276,ATL,CH,Changeup,-2.2,-1,51,6.8,16,0.267,0.267,0.225,26.1,25,20,0.212,0.243,0.196,8.3
Henry, Tommy,674072,ARI,CH,Changeup,1.4,1,75,9.7,15,0.357,0.429,0.37,30.3,26.7,25,0.202,0.329,0.262,20
Morejon, Adrian,670970,SD,CUKC,Curveball,1,1,70,13,15,0.286,0.357,0.31,30,26.7,17.4,0.261,0.399,0.313,40
Ramírez, Erasmo,541640,WSH,CH,Changeup,-0.9,0,42,3.4,15,0.2,0.2,0.18,17.4,20,27.3,0.309,0.356,0.294,33.3
Wendelken, J.B.,605525,ARI,SIFT,Sinker,10.4,7,66,13.5,15,0.533,1.133,0.75,10,6.7,12.5,0.42,0.994,0.595,35.7
Liberatore, Matthew,669461,STL,SL,Slider,1.4,1,71,10.9,15,0.267,0.267,0.3,29.4,40,16.7,0.186,0.21,0.176,44.4
Javier, Cristian,664299,HOU,CH,Changeup,2,2,105,4.1,15,0.286,0.571,0.383,26.7,6.7,4.5,0.331,0.507,0.381,30.8
Almonte, Yency,622075,LAD,FF,4-Seamer,-8.1,-4,54,11.6,15,0,0,0.047,14.8,6.7,12.5,0.149,0.223,0.198,23.1
Diaz, Jhonathan,646242,LAA,SIFT,Sinker,-0.3,0,56,23.7,15,0.364,0.545,0.473,5,0,0,0.29,0.391,0.399,63.6
Bruihl, Justin,677865,LAD,SIFT,Sinker,-0.9,0,53,15.5,15,0.286,0.286,0.257,11.1,6.7,9.1,0.207,0.264,0.207,35.7
Gilbert, Logan,669302,SEA,SIFT,Sinker,1.4,1,41,1.4,15,0.333,0.417,0.403,9.1,0,0,0.275,0.344,0.356,25
Warren, Austin,681810,LAA,FF,4-Seamer,1,1,82,30.8,15,0.286,0.571,0.383,6.5,13.3,6.5,0.283,0.495,0.362,33.3
Rogers, Josh,642028,WSH,SIFT,Sinker,0.4,0,55,13.1,15,0.308,0.385,0.357,7.4,0,0,0.247,0.305,0.298,23.1
Almonte, Yency,622075,LAD,CH,Changeup,-4.6,-1,31,6.7,15,0.133,0.2,0.143,0,0,0,0.329,0.468,0.343,13.3
Buehler, Walker,621111,LAD,SIFT,Sinker,2.9,1,49,4.7,15,0.5,0.643,0.486,13,20,42.9,0.417,0.535,0.433,63.6
Patiño, Luis,672715,TB,SIFT,Sinker,-1.4,-1,52,13.4,15,0.231,0.538,0.37,18.5,13.3,28.6,0.236,0.487,0.362,36.4
Doolittle, Sean,448281,WSH,FF,4-Seamer,-10.6,-4,41,74.5,15,0.067,0.133,0.083,28,33.3,41.7,0.131,0.253,0.163,60
Bleier, Richard,542947,MIA,FF,4-Seamer,-2.6,-1,44,5.7,15,0.133,0.2,0.143,19.2,20,11.1,0.223,0.411,0.273,25
Fleming, Josh,676596,TB,FC,Cutter,2,2,101,15.3,15,0.364,0.545,0.427,18.6,13.3,7.7,0.304,0.447,0.399,60
Vieaux, Cam,664944,PIT,FF,4-Seamer,1.8,2,94,45.2,15,0.333,0.5,0.427,20.9,33.3,15.2,0.304,0.552,0.432,71.4
Quantrill, Cal,615698,CLE,FF,4-Seamer,1.5,1,79,2.7,15,0.333,0.583,0.453,13.3,6.7,5.6,0.4,0.711,0.522,36.4
Hendriks, Liam,521230,CWS,CUKC,Curveball,1,1,100,10.5,15,0.2,0.4,0.321,63.2,53.3,17.8,0.15,0.266,0.228,28.6
Patton, Spencer,607359,TEX,SL,Slider,-3.9,-2,43,38.7,15,0.154,0.154,0.167,22.7,20,20,0.142,0.164,0.168,36.4
Banks, Tanner,621383,CWS,CUKC,Curveball,-2,-1,48,5.4,15,0.154,0.154,0.213,27.8,33.3,25,0.321,0.396,0.367,25
Miller, Shelby,571946,SF,SL,Slider,1.9,1,70,55.1,15,0.286,0.5,0.357,18.5,26.7,17.4,0.265,0.357,0.3,30
Yates, Kirby,489446,ATL,FS,Splitter,1,1,67,48.9,15,0.154,0.308,0.32,44.8,26.7,23.5,0.182,0.309,0.27,44.4
Holland, Greg,518813,TEX,SL,Slider,-1.4,-1,50,62.5,15,0.231,0.462,0.3,36.4,33.3,25,0.202,0.364,0.295,55.6
Shreve, Chasen,592741,NYM,SL,Slider,2.8,2,87,18.4,15,0.5,0.5,0.467,28.6,6.7,5.6,0.354,0.406,0.36,7.7
Hernandez, Darwinzon,650382,BOS,SL,Slider,15.3,7,47,25.8,15,0.643,1.071,0.793,20,13.3,11.8,0.354,0.585,0.425,58.3
Gsellman, Robert,607229,CHC,SL,Slider,-2.6,-2,60,29,15,0.143,0.143,0.167,39.3,13.3,13.3,0.237,0.28,0.26,25
Green, Chad,643338,NYY,CUKC,Curveball,-2,-2,85,35.3,15,0.091,0.091,0.153,31.6,26.7,14.8,0.06,0.072,0.177,11.1
Brault, Steven,643230,CHC,SL,Slider,4.4,2,49,31.2,15,0.25,0.417,0.367,37.5,26.7,22.2,0.189,0.298,0.307,50
Estrada, Jeremiah,669093,CHC,FF,4-Seamer,1.7,2,88,75.2,15,0.455,0.727,0.51,26.4,26.7,12.5,0.317,0.386,0.368,50
Mengden, Daniel,596043,KC,FC,Cutter,-0.6,0,39,32.8,15,0.214,0.429,0.253,20.8,20,25,0.307,0.539,0.339,33.3
Shaw, Bryan,543766,CLE,SIFT,Sinker,0.8,1,63,6.5,15,0.267,0.333,0.282,23.1,20,30,0.248,0.319,0.245,16.7
Heasley, Jonathan,669169,KC,SIFT,Sinker,2.9,2,60,3.3,15,0.462,0.692,0.523,24,26.7,33.3,0.405,0.679,0.498,77.8
Rodríguez, Dereck,605446,MIN,FF,4-Seamer,-0.5,0,38,38.4,15,0.154,0.615,0.4,25,20,30,0.251,0.737,0.436,63.6
Jiménez, Joe,641729,DET,CH,Changeup,-0.7,0,51,5.4,15,0.214,0.214,0.243,26.1,13.3,12.5,0.207,0.317,0.26,25
Smeltzer, Devin,656970,MIN,SL,Slider,0.3,0,74,6.6,15,0.214,0.429,0.3,25,20,9.4,0.214,0.355,0.276,18.2
Martin, Davis,663436,CWS,CUKC,Curveball,-0.2,0,110,10.5,15,0.133,0.333,0.253,22.5,20,9.1,0.286,0.568,0.358,33.3
Kilian, Caleb,668873,CHC,FC,Cutter,3.1,2,55,23.4,15,0.154,0.154,0.273,28.6,40,28.6,0.153,0.209,0.231,42.9
Flexen, Chris,623167,SEA,CUKC,Curveball,5.4,4,79,3.6,14,0.615,1.308,0.746,16,7.1,7.1,0.446,0.774,0.572,53.8
Boyd, Matthew,571510,SEA,SL,Slider,-2.3,-1,62,32.3,14,0.143,0.143,0.129,34.6,35.7,22.7,0.113,0.143,0.107,11.1
Elías, Roenis,606273,SEA,FF,4-Seamer,-0.9,0,46,40.4,14,0.25,0.5,0.371,4,14.3,25,0.205,0.349,0.303,50
Bard, Luke,572703,NYY,SL,Slider,-3.8,-2,54,22.4,14,0.167,0.333,0.246,28.6,7.1,14.3,0.321,0.538,0.394,33.3
German, Franklin,681464,BOS,FF,4-Seamer,4,2,58,69,14,0.4,0.8,0.561,16,21.4,27.3,0.283,0.508,0.443,57.1
Jones, Damon,676103,PHI,FF,4-Seamer,-4.3,-3,66,62.9,14,0.1,0.1,0.264,25.9,14.3,22.2,0.131,0.159,0.291,37.5
Plassmeyer, Michael,674681,PHI,FF,4-Seamer,2,1,57,57.6,14,0.462,0.846,0.564,14.3,14.3,15.4,0.432,0.749,0.522,54.5
Tapia, Domingo,593619,OAK,CH,Changeup,6.4,4,59,16.3,14,0.364,0.545,0.457,46.2,28.6,16,0.197,0.38,0.345,28.6
Lakins Sr., Travis,664042,BAL,FC,Cutter,10.6,4,40,19.2,14,0.417,1,0.604,16,7.1,8.3,0.469,0.979,0.625,45.5
Garcia, Yimi,554340,TOR,CH,Changeup,6.1,5,76,7.3,14,0.462,0.846,0.514,15.6,14.3,6.5,0.367,0.711,0.43,33.3
Urías, Julio,628711,LAD,SIFT,Sinker,2,1,40,1.5,14,0.333,0.917,0.489,20,14.3,15.4,0.248,0.611,0.369,27.3
Holton, Tyler,663947,ARI,CH,Changeup,-2.3,-1,52,32.7,14,0.214,0.286,0.218,42.9,21.4,13.6,0.192,0.255,0.194,18.2
Moronta, Reyes,606625,ARI,CH,Changeup,-0.9,-1,62,9.7,14,0.083,0.333,0.243,33.3,28.6,21.1,0.224,0.297,0.294,25
Martin, Corbin,656686,ARI,CH,Changeup,-0.1,0,71,16.6,14,0.182,0.455,0.331,33.3,21.4,13.6,0.319,0.769,0.496,66.7
